seed,initial_objective_value,best_objective_value,delta_abs_vs_baseline,delta_pct_vs_baseline,iterations,evaluations,runtime_seconds,accepted_iterations,improvement_iterations,stopping_reason,final_perturbation_strength,seed_dir
7987,40.0501,47.8884,9.209200000000003,23.809179093673098,206,30185,40.465636905049905,36,36,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_007987
6640,39.4818,47.349799999999995,8.6706,22.41669941467249,154,24074,32.26917262095958,25,25,max_no_improve,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_006640
3235,39.7294,47.8033,9.124100000000006,23.58916420194835,155,24755,33.19165524793789,29,29,max_no_improve,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_003235
1065,40.3795,48.3412,9.662000000000006,24.97983412273265,184,30112,40.389499973040074,29,29,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_001065
9480,39.978300000000004,48.04780000000001,9.368600000000015,24.221286893213964,183,30044,40.296944711124524,31,31,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_009480
634,39.9039,47.616699999999994,8.9375,23.10673436885975,160,26854,35.98175536794588,24,24,max_no_improve,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_000634
8513,40.052,48.0834,9.404200000000003,24.31332602535731,187,30218,40.513501435983926,28,28,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_008513
7110,40.2954,47.9618,9.282600000000002,23.998945169496793,202,30190,40.49657520605251,29,29,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_007110
4843,40.271100000000004,47.938100000000006,9.258900000000011,23.937671927030582,200,29227,39.20372998691164,30,30,max_no_improve,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_004843
9399,39.9281,48.207300000000004,9.52810000000001,24.63365322964283,204,30025,40.27766692894511,30,30,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_009399
6964,39.8005,47.6789,8.999700000000004,23.267544313222626,201,30067,40.284699440933764,28,28,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_006964
6297,40.053,48.014799999999994,9.3356,24.135969720159675,189,30016,40.22506059217267,34,34,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_006297
652,40.3404,47.9224,9.243200000000009,23.897081635607794,193,30161,39.64858745597303,25,25,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_000652
8740,40.297200000000004,47.8861,9.206900000000005,23.80323274524811,210,30085,38.795874018920586,29,29,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_008740
1232,39.6484,48.04600000000001,9.366800000000012,24.21663322922918,175,30037,38.70097676012665,33,33,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_001232
2286,39.812799999999996,48.3523,9.673100000000005,25.00853171730544,199,30024,38.85435750591569,27,27,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_002286
7619,39.8811,48.14,9.460800000000006,24.45965790398976,182,30178,39.06398467696272,31,31,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_007619
1845,40.2718,47.8304,9.151200000000003,23.65922769860805,206,30012,38.75084799597971,30,30,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_001845
6815,39.3124,47.6942,9.015000000000008,23.30710045709324,180,30054,38.88194565102458,30,30,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_006815
7477,40.0648,48.2277,9.548500000000004,24.68639475480363,175,30091,38.920656584901735,31,31,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_007477
1561,39.684799999999996,48.1528,9.473600000000005,24.492750625659284,179,27600,35.770908226957545,24,24,max_no_improve,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_001561
2843,39.7735,48.346900000000005,9.66770000000001,24.994570725351124,156,26300,34.04688814887777,28,28,max_no_improve,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_002843
71,39.9161,48.08839999999999,9.409199999999998,24.326252869759458,199,30104,38.994479218963534,30,30,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_000071
4821,40.1077,47.8313,9.152100000000004,23.66155453060044,184,30056,38.83711904915981,28,28,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_004821
9748,40.11,48.039699999999996,9.360500000000002,24.200345405282434,187,30100,38.85803567804396,33,33,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_009748
3106,39.9757,48.1002,9.421000000000006,24.356760222548573,165,26671,34.368402949068695,25,25,max_no_improve,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_003106
